ORF1,ORF2
YJR090C,YDR155C
YGR201C,YBR061C
YMR139W,YBR140C
YPR028W,YNL263C
YOL126C,YDL100C
YGL019W,YER164W
YDR394W,YBR211C
YJR010C-A,YGR060W
YGR220C,YBL004W
YNL189W,YDR399W
YOR297C,YDR172W
YKR099W,YDL106C
YJR007W,YHR178W
YDL030W,YDL013W
YKL212W,YDR331W
YGL070C,YDR022C
YPL259C,YNL132W
YNL083W,YNL008C
YLR347C,YER011W
YJL124C,YDR378C
YHR039C,YDR480W
YJL196C,YGR260W
YGL181W,YER161C
YGR009C,YDR335W
YLR288C,YIL150C
YPR105C,YLR315W
YOR020C,YML064C
YFR036W,YDR118W
YGR111W,YDR034C
YML064C,YDR321W
YIL171W,YER026C
YHR169W,YAR019C
YOL090W,YMR167W
YDR247W,YDR150W
YNL244C,YDR353W
YNR052C,YCR093W
YNL102W,YDL220C
YOL086C,YDR164C
YMR188C,YHL004W
YKR024C,YHR082C
YPL126W,YER047C
YNL230C,YGR086C
YHR152W,YDR310C
YHL048W,YGL051W
YOR378W,YDR327W
YNL229C,YIL131C
YFR021W,YBL103C
YMR125W,YLR147C
YIL035C,YDR496C
YLR268W,YDL192W
YER026C,YDR331W
YNL048W,YDR459C
YOL132W,YMR241W
YLR295C,YDR378C
YNR069C,YNR068C
YML109W,YLR442C
YDR097C,YCR092C
YGR108W,YBR135W
YNL126W,YDR350C
YMR137C,YJR144W
YNL189W,YBR137W
YDL212W,YDL210W
YIL124W,YGL137W
YPR086W,YPR066W
YIL097W,YCL039W
YGL137W,YER122C
YGL234W,YBL026W
YMR021C,YKR026C
YPR165W,YGR032W
YPR086W,YPL097W
YDR101C,YAL007C
YJR091C,YHR172W
YPR190C,YDR225W
YLR372W,YJL196C
YLR068W,YFL021W
YMR187C,YJR091C
YDR398W,YDR236C
YKL144C,YJR091C
YOR245C,YBL050W
YOR326W,YHR023W
YOL135C,YGR104C
YJR091C,YCR041W
YJR116W,YBR254C
YMR279C,YAR027W
YPR025C,YKR086W
YLR275W,YER112W
YKR020W,YDR468C
YNL127W,YDR050C
YEL022W,YBR207W
YMR047C,YGR151C
YPR175W,YNL334C
YPL095C,YGR172C
YER148W,YDR392W
YMR240C,YBR152W
YOR197W,YDR311W
YLR427W,YGR162W
YJL095W,YHR030C
YGL112C,YCR042C
YPL264C,YBR110W
YMR226C,YML064C
YHR084W,YBR083W
YML038C,YJL004C
YOL091W,YNL086W
YJL058C,YER093C
YJL084C,YER146W
YLR288C,YLR003C
YML126C,YDL188C
YLR233C,YER077C
YDR120C,YCL011C
YML126C,YLR180W
YKR085C,YGR220C
YER161C,YER082C
YJL036W,YDL113C
YNL004W,YBR270C
YOR003W,YKL201C
YNL199C,YDL100C
YLR074C,YDR036C
YNL304W,YGL161C
YLL050C,YBR109C
YOR375C,YJL124C
YEL034W,YBR272C
YMR319C,YLR222C
YKL129C,YBR234C
YLR153C,YIL061C
YEL056W,YBR009C
YER066C-A,YBL049W
YOR319W,YNL135C
YPL271W,YJR091C
YPR156C,YBR290W
YOL051W,YGL025C
YHR114W,YFL018C
YMR054W,YLR214W
YPL246C,YBL007C
YIL046W,YDL132W
YLR397C,YLR074C
YLL023C,YDR414C
YKL172W,YHR066W
YER095W,YDR127W
YNL002C,YDR060W
YLL061W,YFL050C
YOL099C,YLR056W
YGL181W,YER073W
YJR122W,YHR158C
YPR010C,YKL213C
YNR017W,YBR054W
YPR119W,YGL116W
YOL145C,YBR279W
YER009W,YDL202W
YOL159C,YDL100C
YLR148W,YGL124C
YMR108W,YMR106C
YIL112W,YBR160W
YPR134W,YER081W
YML025C,YJL041W
YPL264C,YLR083C
YNL271C,YJL095W
YGR181W,YBR034C
YLR233C,YJL019W
YNL118C,YBL045C
YML092C,YHL030W
YNR007C,YHR171W
YHL008C,YER107C
YOL050C,YLR295C
YOR304W,YLR176C
YJR032W,YBR155W
YKR088C,YKR050W
YGR169C,YDR516C
YPL138C,YLR015W
YNL132W,YJL138C
YML119W,YBR160W
YOR303W,YJR109C
YNR012W,YER022W
YGL197W,YDL047W
YOL068C,YGL194C
YPL246C,YGL212W
YJR093C,YDR301W
YNL125C,YEL063C
YBR198C,YBR025C
YHR183W,YGL216W
YOR188W,YBR160W
YGR013W,YDR240C
YOR244W,YHR099W
YER082C,YBL004W
YML094W,YEL003W
YPL115C,YBR160W
YPR160W,YHR196W
YGL120C,YBR011C
YKL220C,YDR508C
YPL242C,YLL038C
YIL129C,YDR167W
YJR068W,YHR191C
YDR099W,YAL017W
YLR347C,YIL149C
YBR274W,YBL052C
YJR091C,YCL050C
YMR001C,YDL003W
YDR152W,YAL036C
YPL111W,YGR136W
YML010W,YJR017C
YNL044W,YDR414C
YDR101C,YBR267W
YKL011C,YGR296W
YLR423C,YDR176W
YNL121C,YBR298C
YIR006C,YER133W
YIL121W,YGR145W
YNR048W,YJR091C
YOR069W,YHR012W
YDR195W,YAR014C
YPR086W,YCL026C-A
YJR091C,YBL059W
YDR103W,YBR045C
YDL211C,YBR149W
YIL035C,YDR228C
YOR197W,YJL141C
YPL043W,YDR060W
YMR304W,YJL157C
YFR030W,YBR217W
YMR117C,YER018C
YOR028C,YER022W
YOR197W,YMR257C
YML103C,YKL068W
YKR050W,YDR456W
YER114C,YBR200W
YDL025C,YBR160W
YNL016W,YDR432W
YGL122C,YBR017C
YGR060W,YBR183W
YNL118C,YJR023C
YGL213C,YBR059C
YJR091C,YJR010C-A
YOR045W,YMR264W
YML124C,YCL030C
YNL094W,YDR388W
YJL065C,YHR114W
YFL039C,YCR088W
YHL004W,YBR146W
YNL222W,YLR115W
YKL014C,YDL208W
YDL185W,YCL039W
YLR074C,YHR197W
YNL201C,YJL058C
YGR220C,YDR237W
YER095W,YER086W
YKL101W,YGL116W
YOR098C,YDR132C
YJL070C,YDR504C
YPL076W,YMR215W
YMR197C,YGL212W
YDR099W,YBL043W
YNL333W,YMR322C
YPL227C,YCL025C
YDR034C,YBR144C
YBL066C,YBL026W
YPR036W,YOR270C
YJL069C,YER127W
YER171W,YDR343C
YIL131C,YDL056W
YPR016C,YDL031W
YNL308C,YDR225W
YBR130C,YAL029C
YKR081C,YHR052W
YNL280C,YHR114W
YNL127W,YBR169C
YCL027W,YAL031C
YDR307W,YDL054C
YNL258C,YBL052C
YNL208W,YBR217W
YNL189W,YAL054C
YGR158C,YGR095C
YLR264W,YLR056W
YNL317W,YLR115W
YLR373C,YDR317W
YNL138W,YBL007C
YJL151C,YBL007C
YJL172W,YGR285C
YHR007C,YCR034W
YPL218W,YPL187W
YNL189W,YDL005C
YMR116C,YHR013C
YHR030C,YEL048C
YPR016C,YGL036W
YJR148W,YHR208W
YLR453C,YFL013C
YDL206W,YBR110W
YER086W,YDL239C
YNL141W,YBR280C
YPR054W,YBR018C
YLR321C,YHR204W
YHR166C,YDL008W
YER110C,YBR143C
YPL218W,YIL004C
YJL017W,YBR061C
YMR236W,YBR081C
YLR304C,YLR262C
YOL094C,YLR304C
YGL127C,YDR092W
YNL014W,YFR028C
YOR326W,YGL106W
YKL056C,YER082C
YNL223W,YAR019C
YOR175C,YHR114W
YOL077C,YDR060W
YMR049C,YER126C
YML067C,YAL042W
YER179W,YCR027C
YPL043W,YBL004W
YNL308C,YMR116C
YJL210W,YGR218W
YJL024C,YBR288C
YGL052W,YAL041W
YOR147W,YFR003C
YEL053C,YCR020C-A
YNL035C,YBR017C
YGR252W,YDR216W
YDR398W,YBR025C
YNL068C,YMR303C
YPR101W,YLR117C
YJR022W,YEL015W
YDR138W,YBR175W
YPR018W,YBR160W
YDR523C,YBR039W
YDR510W,YDR155C
YMR290C,YDR060W
YPL240C,YDR168W
YJL012C,YDR459C
YJL151C,YDL226C
YNL041C,YGR120C
YPL115C,YDR141C
YML064C,YLR070C
YHR128W,YDL100C
YHR114W,YGL037C
YPL189W,YBR159W
YMR052W,YFR008W
YLR081W,YKR026C
YLR452C,YJL057C
YGR116W,YGL019W
YPL045W,YBR131W
YPR004C,YHR011W
YLR200W,YER071C
YPR175W,YBR160W
YPL138C,YKL186C
YBR120C,YBR017C
YLL013C,YDL029W
YKL154W,YDR307W
YHR115C,YBR042C
YPL242C,YJL099W
YPR182W,YKL173W
YNL119W,YML126C
YOR361C,YOR039W
YIL061C,YDL013W
YML067C,YBR183W
YJL091C,YHL048W
YPR192W,YFL062W
YLR346C,YHR030C
YNL118C,YKR031C
YLR442C,YKR101W
YKL095W,YDR364C
YOR319W,YJR022W
YHR107C,YDR085C
YOR156C,YJL020C
YOR302W,YJR109C
YGR232W,YDR394W
YPR160W,YNL250W
YPL256C,YJL157C
YBR217W,YBR085W
YHL024W,YDR097C
YLL022C,YBR272C
YLR210W,YBR135W
YGR016W,YDL025C
YIL016W,YCL025C
YNL311C,YDR328C
YLR262C,YHR030C
YJR022W,YDR277C
YOL111C,YDR267C
YJR091C,YDR533C
YGR240C,YBR009C
YLR147C,YJR022W
YOR080W,YHR064C
YPR072W,YGR274C
YGL127C,YDR110W
YLR308W,YGL084C
YOR206W,YGR090W
YMR213W,YGR278W
YPL174C,YNL090W
YMR273C,YLR347C
YMR018W,YDR468C
YPR110C,YDL137W
YNL236W,YDR477W
YNL118C,YML091C
YOL135C,YHR174W
YFL062W,YER118C
YOR020C,YNL189W
YNL323W,YLR347C
YIR038C,YCL025C
YJR089W,YGR140W
YDR214W,YDL101C
YDR099W,YBR001C
YJL164C,YDR212W
YKR095W,YBR160W
YMR047C,YLR335W
YGL181W,YDR388W
YGR099W,YDL017W
YLL061W,YKL065C
YLR373C,YDL160C
YGL127C,YER184C
YIL066C,YGR155W
YPL120W,YBR128C
YOR016C,YDR038C
YLR051C,YJR091C
YOR190W,YLR447C
YDR171W,YBR101C
YNL013C,YER179W
YPR110C,YER025W
YCR096C,YBR112C
YLR285W,YLR053C
YMR117C,YDL171C
YIL026C,YDL003W
YEL023C,YDL017W
YKL085W,YJR035W
YKL166C,YHR214W-A
YCL039W,YBL049W
YGR061C,YBR055C
YLR175W,YBL032W
YCR020C-A,YBL026W
YKL068W,YGR218W
YHL020C,YDR123C
YNL284C,YBR282W
YOR136W,YBL022C
YOL108C,YDR224C
YPL152W,YJL124C
YNL061W,YFL002C
YGR220C,YDR405W
YLR242C,YDL239C
YMR049C,YBR142W
YOL135C,YGL112C
YPL153C,YPL127C
YPL145C,YDL138W
YIR038C,YGR121C
YPR014C,YLR147C
YOR116C,YJR091C
YMR106C,YLL048C
YOR098C,YGL016W
YMR284W,YDR227W
YDL185W,YBR127C
YOR270C,YKL119C
YPL093W,YLR074C
YDR395W,YAL059W
YNL230C,YLR136C
YOR020C,YMR047C
YNL262W,YMR078C
YHR089C,YDR496C
YLR432W,YCL011C
YNL110C,YER006W
YPL076W,YJL002C
YPR160W,YDL043C
YFL016C,YDR128W
YHR008C,YBR061C
YGR060W,YAR027W
YOR080W,YLR274W
YNL070W,YDR378C
YOR125C,YGL192W
YIL028W,YER177W
YOL139C,YDL025C
YLR403W,YKR063C
YOR128C,YGL154C
YPL260W,YIL144W
YIL027C,YBR162W-A
YIL125W,YBR217W
YDR138W,YDL140C
YDR201W,YDR016C
YOR061W,YGL207W
YLL043W,YCR021C
YPR110C,YHL030W
YKL065C,YJL222W
YDR043C,YBR112C
YFR052W,YBR272C
YLR383W,YLR007W
YOL004W,YMR072W
YKL189W,YHR102W
YMR215W,YLR372W
YHR169W,YHR027C
YOL016C,YML055W
YNL110C,YLR106C
YJL109C,YER082C
YPL150W,YBR249C
YOL135C,YOL086C
YDR385W,YDR328C
YDR158W,YCR030C
YLR223C,YCL032W
YLR295C,YDR510W
YNR058W,YJL128C
YLR389C,YER161C
YPR086W,YHR038W
YOR315W,YOL035C
YEL046C,YBR009C
YKR036C,YBR039W
YJR066W,YHR186C
YPL043W,YIL035C
YOL018C,YGL095C
YER032W,YBR160W
YKR026C,YBL030C
YOR136W,YNL189W
YGR218W,YBR235W
YNL068C,YBL002W
YMR032W,YER118C
YPR070W,YBL093C
YMR285C,YJL203W
YGL127C,YDR095C
YNL041C,YLR026C
YOR232W,YJR062C
YNL189W,YNL182C
YKL193C,YER133W
YFR028C,YBR126C
YPL257W,YER073W
YPL264C,YOR016C
YOR016C,YML123C
YNL189W,YLR324W
YOL054W,YBL003C
YIL034C,YBR188C
YDR342C,YCR088W
YLR127C,YBL084C
YPL139C,YMR128W
YPL118W,YDR333C
YHR016C,YFL026W
YGL195W,YER100W
YHL042W,YDR456W
YJR091C,YJL140W
YHR169W,YDL086W
YMR032W,YIL159W
YOR020C,YLR335W
YPL204W,YKL085W
YOR106W,YGL212W
YGL190C,YDL134C
YNL176C,YLR102C
YNL130C,YBR106W
YMR058W,YER022W
YPR086W,YDR102C
YGR220C,YGL064C
YGR060W,YDR113C
YOR213C,YJL115W
YPL076W,YAL007C
YNL189W,YMR125W
YLR372W,YDR307W
YOR206W,YHR066W
YPL155C,YBR160W
YPL218W,YLR078C
YOR039W,YGL207W
YKR029C,YBR195C
YPL012W,YDL213C
YOR150W,YDR172W
YHR114W,YDL037C
YLR117C,YHR165C
YNR008W,YMR059W
YNL161W,YEL030W
YKL074C,YDL043C
YMR106C,YMR012W
YKL154W,YBR283C
YPR201W,YEL027W
YJR141W,YER143W
YHR204W,YER126C
YOL041C,YDR386W
YMR049C,YHR183W
YML038C,YLR233C
YMR059W,YMR012W
YGL213C,YGL187C
YMR183C,YHR161C
YNL144C,YJR091C
YJR055W,YDR252W
YOR229W,YML064C
YHR114W,YER079W
YIL004C,YDR100W
YNL013C,YLR288C
YCR033W,YBR103W
YIL131C,YDL014W
YPL174C,YMR294W
YMR288W,YML049C
YER118C,YER113C
YLR309C,YHR114W
YPL043W,YKL014C
YPL242C,YLR428C
YNL118C,YLL001W
YMR093W,YBR281C
YNL084C,YBL007C
YIR038C,YDR371W
YPL131W,YHR052W
YMR226C,YLR442C
YLL011W,YKL011C
YLR427W,YHR216W
YOR220W,YGL087C
YMR223W,YLR442C
YIR002C,YER142C
YJR010C-A,YER026C
YPR162C,YJL194W
YNL132W,YGL195W
YPR041W,YLR192C
YDL143W,YDL052C
YPL270W,YOR327C
YKL090W,YBL050W
YJR161C,YBR159W
YKL002W,YDL165W
YPL052W,YJR091C
YOL069W,YDL074C
YLR078C,YFL038C
YGL137W,YDL145C
YPR128C,YAR027W
YKL002W,YBR197C
YOL004W,YNL309W
YLR373C,YHR057C
YNL172W,YDL008W
YDR448W,YDR308C
YMR213W,YLR117C
YPL213W,YAL032C
YJL017W,YDR229W
YJL080C,YIL035C
YNL263C,YER031C
YGL200C,YDL212W
YNR075W,YJR001W
YJR091C,YDR175C
YMR022W,YIL033C
YNL263C,YML001W
YDL054C,YAR031W
YNL135C,YGL026C
YDR430C,YDR171W
YMR093W,YDR398W
YNL041C,YER157W
YHL025W,YBR289W
YMR012W,YJL157C
YOR156C,YLR310C
YGL137W,YBL045C
YHR188C,YDL137W
YHR098C,YBR160W
YML048W,YBR290W
YDR427W,YBR272C
YGR057C,YEL063C
YLR383W,YBR009C
YMR186W,YLR216C
YOR151C,YLR418C
YGR295C,YER118C
YJR093C,YAL043C
YLR216C,YKL166C
YOR016C,YEL063C
YDL029W,YBR202W
YER146W,YCR024C
YLL051C,YFR036W
YNL175C,YKR024C
YBR143C,YBR136W
YNL131W,YLR288C
YLR274W,YEL032W
YGL198W,YDR425W
YDR097C,YBR088C
YOL015W,YDR107C
YDR443C,YCR093W
YLR233C,YJL109C
YMR047C,YLR347C
YNL061W,YFR001W
YPR018W,YBR195C
YDR264C,YDR103W
YDR318W,YDL162C
YMR109W,YER118C
YOL135C,YBR193C
YGL121C,YDL200C
YJL106W,YIL142W
YMR213W,YDR364C
YPR135W,YMR201C
YMR316W,YDR189W
YOR299W,YOR037W
YLR237W,YDR068W
YHR183W,YEL056W
YDR432W,YBL017C
YJR091C,YEL068C
YDR297W,YCR034W
YOR332W,YDR328C
YBR017C,YBL003C
YOR359W,YMR094W
YBR083W,YBR009C
YNL082W,YMR167W
YER155C,YBL038W
YMR186W,YGR123C
YPR028W,YJL196C
YOL038W,YKR069W
YPL209C,YBR156C
YOR181W,YBL017C
YLR196W,YDR386W
YJR076C,YDR218C
YOR351C,YHR027C
YPR181C,YPL204W
YOL133W,YDR009W
YGL022W,YEL002C
YFR054C,YBR109C
YGR257C,YGL032C
YIL016W,YBR183W
YLL065W,YJR091C
YLR423C,YKL002W
YKL068W,YER165W
YPR192W,YGR060W
YGR129W,YDR416W
YPL174C,YOR098C
YIL110W,YER077C
YJL187C,YBR133C
YKR082W,YDL116W
YKL008C,YHL003C
YLR447C,YDL221W
YPL169C,YMR123W
YOR005C,YKR081C
YPR145W,YHR113W
YMR047C,YDR510W
YMR001C,YDR052C
YNL040W,YBR234C
YLR125W,YLR008C
YPL043W,YHR066W
YMR124W,YDL239C
YNL189W,YDR528W
YEL069C,YBL053W
YML012W,YLR124W
YOL139C,YDR128W
YNL098C,YBR140C
YLR347C,YIL033C
YGL195W,YDL193W
YLL040C,YHR105W
YPL262W,YMR291W
YPL046C,YJR052W
YPL271W,YJR121W
YPL042C,YJL089W
YPR072W,YIL038C
YNL324W,YLR295C
YIL144W,YDL154W
YPR115W,YHL002W
YFL008W,YDR201W
YOR299W,YGL095C
YJL090C,YDL116W
YOL016C,YBR109C
YOR039W,YDR429C
YNL284C,YBL038W
YNL225C,YDL239C
YLL022C,YEL056W
YOR361C,YLR370C
YNL112W,YFR031C-A
YIR034C,YGR267C
YNL230C,YDR194C
YJL108C,YGL200C
YPR041W,YPL237W
YGR220C,YGL120C
YGL240W,YFL039C
YIL142W,YGL137W
YLR447C,YLR025W
YNL086W,YKL061W
YNL189W,YGR024C
YIL094C,YHR108W
YOR371C,YER020W
YJL173C,YGR155W
YLR447C,YDL233W
YMR047C,YBR144C
YPL161C,YAL041W
YNL027W,YJR132W
YJL157C,YDR394W
YOL086C,YAL027W
YOR047C,YLR305C
YGR089W,YDR146C
YNL161W,YIL076W
YPL204W,YBL045C
YGL237C,YEL055C
YKL057C,YDR192C
YOL004W,YAL034C
YNL138W,YFL039C
YNL084C,YIR006C
YLR288C,YIL010W
YPL258C,YHR135C
YPL161C,YDL064W
YML064C,YHR025W
YOR272W,YBR242W
YMR091C,YBL002W
YMR215W,YLL028W
YPL051W,YGR242W
YOR260W,YER025W
YHR026W,YCL025C
YNL078W,YMR139W
YJR010C-A,YDL212W
YMR198W,YHR107C
YMR238W,YDR309C
YIL013C,YDR174W
YDL206W,YBR159W
YIL035C,YGR103W
YPR110C,YMR285C
YML048W,YJL219W
YPL274W,YCR034W
YIL031W,YBR160W
YHR077C,YDR464W
YMR218C,YKR068C
YMR275C,YHL002W
YLR275W,YBL026W
YIL142W,YGL003C
YOR377W,YHR178W
YPR082C,YLR147C
YMR080C,YGR072W
YNL281W,YER022W
YLL018C,YBR017C
YOL126C,YDL147W
YEL036C,YDR245W
YOR329C,YER133W
YDR427W,YDR127W
YDR276C,YCR034W
YNL311C,YKL001C
YMR202W,YJR091C
YLR208W,YGL092W
YNL147W,YCR077C
YEL030W,YCR084C
YPL227C,YJL026W
YNL147W,YFL066C
YLL011W,YBR247C
YNL244C,YBR121C
YDR172W,YBL007C
YOR027W,YAL021C
YOR046C,YDL207W
YFL038C,YER157W
YML007W,YDL005C
YNL298W,YHR061C
YNL189W,YGR267C
YPL073C,YLR239C
YPL023C,YKR086W
YER116C,YDL013W
YML064C,YEL015W
YOL130W,YLR291C
YLR295C,YIL059C
YPL076W,YBR159W
YPL126W,YDL043C
YLR174W,YGR262C
YKR082W,YDR192C
YGL195W,YBR017C
YMR058W,YDR331W
YLR373C,YLR028C
YIL061C,YBR034C
YPL042C,YDL005C
YNL094W,YJL020C
YLR295C,YJR102C
YPR178W,YDL029W
YNL088W,YLR197W
YER173W,YDR214W
YDR097C,YAR007C
YDL190C,YBL058W
YNL061W,YHR088W
YIR018W,YER052C
YKL108W,YDL145C
YLR262C,YJL029C
YLR128W,YBL026W
YPL213W,YGR074W
YMR065W,YFR031C
YNL147W,YBL026W
YDR139C,YDL132W
YPR120C,YER105C
YKL154W,YFL048C
YLR343W,YGR060W
YLR120C,YBL026W
YGR220C,YGR076C
YHR052W,YDR194C
YNL313C,YJR121W
YLR423C,YDR022C
YPR126C,YMR294W
YLR424W,YGR092W
YNL094W,YBL106C
YOL139C,YMR125W
YNL055C,YJR090C
YNL281W,YGR211W
YNL263C,YNL044W
YGR282C,YDL225W
YIL061C,YER172C
YLR353W,YKL082C
YDR386W,YCL032W
YPL139C,YOL004W
YOL068C,YDR155C
YMR181C,YHR158C
YDL097C,YBR272C
YNL161W,YIL106W
YHR216W,YGL172W
YMR290C,YKL103C
YLR426W,YDL209C
YNL106C,YDL230W
YJL030W,YGL086W
YBR101C,YBR014C
YKL048C,YBR160W
YDR337W,YBR251W
YEL036C,YBR290W
YNL210W,YNL090W
YPR201W,YPR079W
YPL227C,YEL002C
YGR040W,YBL022C
YHR170W,YBR267W
YGL127C,YDR225W
YFL024C,YEL018W
YLR241W,YBR159W
YLR373C,YBL097W
YLR326W,YER053C
YOL069W,YDR295C
YGR155W,YAL021C
YHR066W,YHR052W
YGL208W,YGL115W
YNL023C,YKL081W
YOR364W,YGL097W
YLR186W,YCR057C
YPL217C,YER082C
YPR096C,YMR173W
YPR181C,YGL200C
YPL150W,YNL253W
YPL018W,YBR107C
YBR223C,YBL058W
YDL138W,YBR251W
YNL061W,YLR009W
YOR269W,YJR112W
YPL174C,YIL144W
YNL309W,YBR160W
YOR081C,YBR160W
YGL036W,YBR057C
YPL101W,YHR187W
YPL076W,YCL025C
YLR310C,YBR130C
YJR160C,YBR171W
YLR436C,YGR218W
YGL127C,YBL009W
YNL260C,YNL008C
YJR091C,YGR262C
YGL195W,YAL059W
YKL154W,YGL200C
YMR106C,YER077C
YLR449W,YER133W
YML114C,YCR042C
YNL110C,YKR081C
YOR027W,YBR136W
YOR005C,YHR052W
YPL082C,YBR049C
YMR296C,YDR062W
YMR319C,YLR238W
YCR081W,YBR253W
YLR262C,YER136W
YPL228W,YDL140C
YHR172W,YDR356W
YJL012C,YHR114W
YOR053W,YLR447C
YOL104C,YJL019W
YOL123W,YCL032W
YLR429W,YDR328C
YNL189W,YLR245C
YMR012W,YBR055C
YMR047C,YGL215W
YOL070C,YKR048C
YPL111W,YHR114W
YMR109W,YJR065C
YMR061W,YDR225W
YPR086W,YFL038C
YML049C,YLR117C
YMR181C,YLR295C
YPR124W,YKL065C
YDR188W,YDR128W
YOR155C,YER090W
YDR235W,YDR110W
YML110C,YGL115W
YHR216W,YER142C
YKL022C,YFR036W
YCL032W,YAL047C
YMR047C,YGR222W
YNL317W,YGR187C
YNL113W,YML121W
YPL106C,YGL206C
YMR298W,YHL003C
YHR194W,YGL102C
YPR191W,YMR036C
YPR072W,YDR145W
YLR295C,YDR530C
YJR103W,YDR133C
YGL003C,YFR028C
YLR115W,YDL094C
YPL204W,YAR014C
YGR121C,YEL017W
YDR167W,YCR093W
YKL073W,YKL011C
YLR295C,YIL143C
YOL094C,YHR191C
YOL020W,YBL040C
YLR106C,YGR245C
YGR082W,YDR373W
YPL274W,YOR016C
YOR087W,YLR288C
YNL044W,YLL023C
YOR080W,YHR019C
YNL014W,YJR017C
YJR117W,YGR191W
YDR216W,YBR198C
YNL244C,YGR162W
YDR394W,YDL029W
YPL215W,YDL043C
YGR113W,YGL061C
YPR184W,YJL020C
YPL022W,YOL090W
YPL264C,YGR284C
YPL020C,YDR480W
YIR009W,YBR136W
YDR497C,YAL022C
YGL087C,YDR092W
YLL023C,YKL154W
YML098W,YJL058C
YLR335W,YLR293C
YLL019C,YIL113W
YGR270W,YBR160W
YJR090C,YHR114W
YOL075C,YDR414C
YJL099W,YER031C
YLR453C,YDR268W
YNL187W,YER029C
YOR249C,YGL240W
YLR362W,YJL124C
YDR138W,YDL084W
YNL157W,YLR131C
YJR092W,YBR160W
YPR182W,YLR275W
YOR272W,YJL154C
YKR048C,YDR507C
YOR110W,YMR106C
YMR106C,YDR422C
YMR049C,YLR024C
YKL129C,YIL156W
YNL118C,YAR009C
YOR136W,YJL015C
YLR447C,YGR086C
YPL093W,YOR039W
YPL195W,YGL019W
YOR080W,YJL141C
YIL046W,YEL015W
YLR423C,YLR291C
YLL061W,YCR034W
YOR180C,YLR284C
YHR013C,YGR090W
YOR023C,YJL187C
YPL222W,YOR232W
YNL189W,YER065C
YPL018W,YJR076C
YJL218W,YDR132C
YMR303C,YHR135C
YPR152C,YHR152W
YLR295C,YIL051C
YNL094W,YHR179W
YPL237W,YOR260W
YJL087C,YIL035C
YGL241W,YER148W
YGR162W,YER082C
YNR036C,YGR254W
YDR532C,YCR038C
YLR216C,YIR037W
YMR125W,YKL095W
YPR191W,YPR105C
YNL189W,YEL015W
YML109W,YDR309C
YML074C,YDR386W
YLR096W,YBR160W
YPL187W,YJL034W
YDR382W,YBL024W
YGL049C,YER142C
YJR113C,YBR251W
YJL012C,YHR094C
YLR277C,YJR093C
YOR080W,YDR312W
YDR331W,YCR044C
YPL227C,YBR290W
YNL189W,YHR018C
YGR216C,YDR456W
YKL099C,YJL069C
YHR158C,YAL011W
YOR189W,YER081W
YMR298W,YKL008C
YOL139C,YMR059W
YLR074C,YBL004W
YML064C,YHR033W
YPR173C,YNL106C
YJR076C,YDR409W
YLL031C,YHL015W
YMR215W,YLR343W
YML012W,YGL200C
YOR319W,YGL096W
YLR447C,YBR166C
YJL115W,YJL026W
YPL169C,YKL068W
YPR036W,YEL051W
YOR174W,YGL127C
YOR136W,YER171W
YLR295C,YJL225C
YPL169C,YOR128C
YPL121C,YDR146C
YLR335W,YDR385W
YNL230C,YER077C
YJR091C,YIR003W
YKL145W,YJL194W
YPL255W,YEL062W
YDR297W,YBR159W
YOL078W,YGL130W
YGR218W,YDL189W
YMR104C,YDR477W
YPR077C,YBR009C
YJL008C,YDL029W
YPL204W,YER095W
YMR275C,YER125W
YDL112W,YBL046W
YGR235C,YBR061C
YGR184C,YGL081W
YPL274W,YPL227C
YLR285W,YKL056C
YLR068W,YJR091C
YOR174W,YMR102C
YKL105C,YCL027W
YNL309W,YKR091W
YPL012W,YNL230C
YPR155C,YPR086W
YGR252W,YGL112C
YER081W,YDR155C
YJR001W,YBR161W
YOR080W,YNL308C
YML095C,YGL105W
YJR010C-A,YBR110W
YPR016C,YHR066W
YNL097C,YML062C
YER020W,YAL056W
YLR182W,YBR160W
YOR181W,YBR085W
YOL062C,YJR058C
YGL237C,YBR085W
YPR017C,YMR246W
YIL004C,YDL145C
YNL103W,YIR017C
YNL172W,YHR135C
YMR042W,YDR207C
YLR291C,YJR132W
YOL070C,YDR395W
YPL129W,YGR186W
YLR144C,YDR388W
YOL082W,YFR049W
YMR001C,YLR347C
YOL059W,YBR058C
YNL025C,YDL165W
YPR088C,YOR128C
YIL061C,YBL063W
YNL004W,YKL139W
YER022W,YDR532C
YJR086W,YGR115C
YMR290C,YBR142W
YOR121C,YMR047C
YLR273C,YLR258W
YPR119W,YBR160W
YML051W,YBR020W
YOR111W,YDL161W
YIL048W,YBR106W
YDR211W,YAL009W
YDR155C,YCR033W
YNL265C,YDR300C
YFR024C,YBR205W
YER082C,YDR449C
YJR091C,YFL047W
YIR023W,YBR160W
YLR329W,YGR113W
YIL131C,YHL027W
YOL003C,YGR289C
YLR082C,YIL046W
YDR231C,YBR109C
YER022W,YER019W
YPR119W,YDR386W
YMR172W,YIL035C
YLR262C,YKR020W
YOR332W,YKL103C
YJR091C,YGL217C
YER158C,YBL085W
YGL181W,YER081W
YLR447C,YLL033W
YIL034C,YAL014C
YGL240W,YBL084C
YIL131C,YDR279W
YNL005C,YGR091W
YLR337C,YBL007C
YNL135C,YER136W
YKL104C,YDR170C
